	D1	D10	D11	D21	D22	D3D	D3K	D4	D5	D6	D7	D8	D9
OG5152	1	1	1	1	1	2	2	2	2	1	2	3	1
OG5153	2	2	2	0	1	2	1	2	2	1	2	1	2
OG5154	2	1	2	2	1	2	2	2	1	1	1	2	1
OG5155	2	2	2	1	2	1	1	2	1	2	1	2	1
OG5156	1	1	2	2	2	1	2	2	1	1	2	1	2
OG5157	1	1	2	1	2	1	1	3	2	0	2	3	1
OG5158	2	2	1	2	1	1	2	0	1	3	1	3	1
OG5159	2	1	2	0	3	2	1	2	0	1	3	2	1
OG5160	1	2	2	1	2	0	2	2	2	1	2	2	1
OG5161	2	2	2	2	1	2	2	1	0	1	1	2	2
OG5162	1	1	3	2	2	1	1	2	2	1	1	1	2
OG5163	1	2	2	1	2	1	1	2	0	1	3	2	2
OG5164	2	2	2	0	2	2	2	2	2	1	0	2	1
OG5165	2	1	2	0	1	2	1	2	2	1	1	3	2
OG5166	2	1	2	2	2	1	1	1	2	1	2	1	2
OG5167	2	2	2	1	1	2	2	1	1	1	2	2	1
OG5168	2	4	3	1	2	1	1	0	0	1	0	3	2
OG5169	2	2	2	1	1	1	1	2	1	1	2	2	2
OG5170	1	3	1	2	3	1	2	1	0	1	0	3	2
OG5171	1	2	1	1	2	2	2	2	4	1	0	1	1
OG5172	2	2	2	0	1	2	2	1	2	1	1	2	2
OG5173	3	2	2	1	2	2	2	1	0	2	0	2	1
OG5174	2	3	1	0	0	4	3	0	1	1	0	4	1
OG5175	2	2	1	2	2	2	2	1	1	2	1	1	1
OG5176	2	1	2	2	1	2	1	1	1	2	1	2	2
OG5177	2	2	2	2	1	2	2	0	2	1	0	2	2
OG5178	2	1	2	1	1	1	2	1	2	2	1	2	2
OG5179	2	2	1	1	1	1	2	2	2	1	2	2	1
OG5180	2	1	2	1	2	2	2	1	2	1	1	2	1
OG5181	2	2	2	1	1	2	2	2	2	0	2	1	1
OG5182	2	2	2	1	2	2	1	1	0	2	2	1	2
OG5183	1	3	2	0	1	3	3	2	0	1	3	0	1
OG5184	1	6	2	0	0	2	2	1	1	1	1	3	0
OG5185	2	2	2	1	2	2	2	0	0	1	2	2	2
OG5186	1	2	2	0	2	2	1	2	1	2	2	2	1
OG5187	1	2	2	1	2	2	1	2	2	1	2	1	1
OG5188	2	2	2	2	2	2	1	2	2	0	1	1	1
OG5189	1	1	1	2	1	1	1	2	2	2	2	2	2
OG5190	2	3	2	0	2	3	1	1	2	2	0	1	1
OG5191	2	2	2	1	1	2	2	2	1	1	1	2	1
OG5192	2	1	2	1	1	2	2	1	1	1	2	2	2
OG5193	2	2	2	1	3	2	1	2	0	0	2	1	2
OG5194	2	1	2	2	1	2	2	1	1	1	2	1	2
OG5195	1	5	0	1	1	3	3	0	0	3	0	3	0
OG5196	1	2	2	1	2	2	2	1	1	1	2	2	1
OG5197	2	2	2	1	2	1	1	2	2	1	2	1	1
OG5198	1	1	1	2	2	2	2	1	2	1	1	2	2
OG5199	2	0	2	1	2	1	1	2	1	2	3	1	2
OG5200	2	1	2	1	1	2	2	2	1	1	1	2	2
OG5201	2	2	2	1	2	1	1	1	2	1	2	2	1
OG5202	1	2	2	2	2	1	1	2	1	1	2	1	2
OG5203	2	2	1	1	2	2	2	2	1	1	1	2	1
OG5204	3	2	2	2	1	2	2	0	1	1	0	2	2
OG5205	1	1	1	1	1	2	2	2	2	1	2	2	2
OG5206	2	2	2	2	1	2	2	1	0	2	0	2	2
OG5207	2	2	3	1	2	2	1	2	1	0	2	1	1
OG5208	2	2	2	1	1	2	1	2	0	1	2	2	2
OG5209	1	3	1	1	3	1	1	2	1	1	2	1	2
OG5210	2	3	1	1	2	2	2	2	1	1	1	1	1
OG5211	2	3	2	1	1	3	0	0	1	2	1	3	1
OG5212	2	2	2	2	1	1	1	1	1	2	2	2	1
OG5213	1	1	2	2	2	2	2	1	2	2	1	1	1
OG5214	2	2	2	1	2	2	2	1	0	1	1	2	2
OG5215	2	7	2	0	0	3	4	1	0	1	0	0	0
OG5216	2	2	2	2	2	2	2	1	0	0	1	2	2
OG5217	2	1	2	1	1	2	2	1	2	1	2	1	2
OG5218	2	2	2	2	2	2	2	1	0	0	1	2	2
OG5219	2	2	2	0	1	2	2	1	0	2	1	2	3
OG5220	1	1	4	1	1	4	4	2	0	0	0	1	1
OG5221	1	2	1	2	2	2	3	2	1	1	1	1	1
OG5222	2	2	2	1	1	2	1	2	2	1	2	2	0
OG5223	1	2	2	2	2	2	2	1	0	1	2	1	2
OG5224	3	2	1	1	1	2	2	1	1	1	1	3	1
OG5225	3	1	3	0	2	3	2	2	0	1	1	1	1
OG5226	1	2	2	1	1	1	1	2	1	2	2	2	2
OG5227	1	2	1	0	2	1	2	2	2	2	2	2	1
OG5228	2	2	2	2	1	2	2	1	2	1	1	1	1
OG5229	1	2	2	2	2	1	1	2	1	1	1	2	2
OG5230	2	1	2	1	1	2	2	1	2	1	1	2	2
OG5231	1	2	4	0	2	2	2	2	0	1	1	1	2
OG5232	1	1	2	1	2	2	2	1	1	1	2	2	2
OG5233	2	2	2	1	1	2	1	2	2	0	2	2	1
OG5234	2	3	1	0	1	2	3	2	1	2	1	1	1
OG5235	2	5	3	1	1	2	1	1	0	1	1	1	1
OG5236	1	2	2	2	2	1	1	2	2	1	1	1	2
OG5237	2	2	2	2	1	2	2	0	1	1	1	2	2
OG5238	1	1	2	1	2	2	2	2	1	2	2	1	1
OG5239	1	2	2	2	2	2	2	2	2	0	2	1	0
OG5240	1	0	2	2	2	1	2	2	2	1	2	1	2
OG5241	1	3	2	0	3	1	0	3	1	1	3	1	1
OG5242	1	2	3	0	1	1	1	3	2	1	2	1	2
OG5243	2	1	2	0	2	2	2	2	1	2	2	2	0
OG5244	2	2	1	1	2	2	2	2	1	2	0	2	1
OG5245	1	3	2	1	2	2	1	2	1	1	2	1	1
OG5246	2	2	2	1	1	2	1	2	1	1	2	2	1
OG5247	2	3	2	1	1	1	1	2	1	1	2	1	2
OG5248	1	1	1	1	1	3	2	2	1	1	3	1	2
OG5249	1	1	1	2	2	1	1	2	2	2	2	1	2
OG5250	2	3	2	1	0	2	1	2	1	1	2	1	2
OG5251	1	2	1	2	2	2	1	2	0	2	2	3	0
OG5252	1	1	2	1	2	2	2	1	2	0	2	2	2
OG5253	1	2	2	1	1	2	1	2	1	1	2	2	2
OG5254	2	2	2	1	1	2	2	1	2	1	2	1	1
OG5255	1	3	3	1	1	3	2	2	0	0	2	1	1
OG5256	2	3	3	0	1	3	1	0	1	1	1	4	0
OG5257	1	4	2	1	2	1	0	2	0	2	2	2	1
OG5258	1	2	2	2	0	2	2	1	1	1	1	2	3
OG5259	0	6	3	1	0	2	2	1	0	2	0	1	2
OG5260	0	4	2	0	3	1	2	0	0	2	4	1	1
OG5261	0	2	3	2	2	2	2	1	1	1	3	0	1
OG5262	0	2	2	2	1	2	1	2	0	2	2	2	2
OG5263	0	3	1	0	3	2	2	1	2	1	2	2	1
OG5264	0	3	0	0	4	3	2	1	0	1	3	2	1
OG5265	0	1	1	4	2	0	3	0	4	2	1	1	1
OG5266	4	1	4	1	0	1	1	0	2	1	1	2	1
OG5267	1	2	1	1	3	1	1	3	1	1	1	2	1
OG5268	3	1	1	2	1	2	2	1	1	0	2	2	1
OG5269	1	4	3	0	2	1	0	2	0	2	2	2	0
OG5270	1	1	2	2	2	1	1	2	0	2	2	1	2
OG5271	2	2	1	1	1	2	1	2	1	0	2	2	2
OG5272	1	4	2	1	2	2	2	0	0	3	0	1	1
OG5273	2	2	2	1	1	0	1	2	2	1	2	2	1
OG5274	2	2	2	0	1	2	2	1	1	2	2	1	1
OG5275	2	2	2	1	2	2	2	1	1	1	1	2	0
OG5276	1	2	2	1	1	2	2	2	1	1	1	2	1
OG5277	2	2	1	1	1	2	2	2	1	0	2	2	1
OG5278	2	2	2	1	1	1	1	2	2	1	2	0	2
OG5279	2	3	2	0	1	2	2	2	0	2	2	1	0
OG5280	2	2	2	0	2	2	2	2	0	1	2	1	1
OG5281	2	1	2	1	1	2	2	2	1	0	2	1	2
OG5282	2	2	2	1	0	2	1	2	2	1	1	2	1
OG5283	1	1	2	0	1	2	2	2	1	1	3	1	2
OG5284	2	2	1	0	1	2	2	2	1	2	2	1	1
OG5285	2	1	2	2	0	2	1	1	2	2	1	1	2
OG5286	1	2	2	1	2	1	1	3	1	0	1	2	2
OG5287	2	1	2	2	0	2	1	2	1	1	2	1	2
OG5288	2	2	1	0	2	2	2	1	1	2	1	2	1
OG5289	2	1	1	1	2	2	1	2	1	1	2	1	2
OG5290	2	0	2	1	1	2	2	1	2	3	1	1	1
OG5291	2	0	2	0	0	2	1	1	2	2	3	2	2
OG5292	1	2	1	2	2	2	2	2	1	1	1	1	1
OG5293	1	1	1	0	2	4	2	2	0	1	2	1	2
OG5294	1	2	2	1	2	2	2	0	1	1	2	2	1
OG5295	1	1	2	2	2	1	1	2	2	1	2	1	1
OG5296	1	2	1	1	2	1	1	2	2	2	2	1	1
OG5297	1	2	0	2	4	1	2	1	1	0	4	1	0
OG5298	2	1	2	0	2	1	2	1	1	2	2	2	1
OG5299	2	1	1	1	2	2	2	2	0	2	2	2	0
OG5300	2	2	2	1	1	2	1	1	1	2	1	2	1
OG5301	1	2	1	1	2	2	1	2	2	1	1	2	1
OG5302	2	3	2	0	2	2	1	2	0	1	2	2	0
OG5303	3	1	2	2	1	1	2	1	2	0	2	2	0
OG5304	1	2	2	1	2	3	1	2	0	1	2	0	2
OG5305	2	2	1	2	2	1	1	1	2	1	1	2	1
OG5306	2	2	2	1	0	2	2	2	0	1	1	2	2
OG5307	2	1	2	2	1	1	2	2	0	1	2	1	2
OG5308	1	2	2	1	1	1	1	2	2	1	2	1	2
OG5309	1	4	1	1	1	2	2	0	1	2	1	1	2
OG5310	2	1	1	1	2	2	2	1	2	1	1	2	1
OG5311	2	2	1	1	1	2	2	2	0	2	2	1	1
OG5312	2	1	1	2	2	2	2	1	1	1	1	2	1
OG5313	2	2	1	1	1	2	2	2	1	1	2	0	2
OG5314	2	2	1	1	1	2	2	0	2	1	1	2	2
OG5315	4	3	2	0	1	1	1	1	0	3	1	1	1
OG5316	2	1	2	1	1	2	2	1	0	1	2	2	2
OG5317	2	2	2	0	1	2	2	1	1	1	2	2	1
OG5318	2	2	1	0	2	2	2	2	1	1	2	2	0
OG5319	1	3	1	1	1	2	2	1	1	2	1	2	1
OG5320	2	1	1	2	2	1	1	2	2	1	1	1	2
OG5321	1	3	2	1	1	2	1	2	2	1	1	1	1
OG5322	2	2	1	1	3	1	2	1	2	1	1	1	1
OG5323	2	1	1	1	2	2	2	2	1	0	1	2	2
OG5324	2	3	1	1	2	2	1	2	1	0	1	1	2
OG5325	2	2	1	1	2	2	2	2	0	0	3	1	1
OG5326	1	1	2	1	2	2	2	2	0	2	1	2	1
OG5327	3	2	2	1	2	2	1	1	1	1	1	1	1
OG5328	2	1	1	1	2	2	2	2	2	0	2	1	1
OG5329	2	2	2	1	2	2	2	2	0	1	1	2	0
OG5330	2	1	2	1	1	1	1	1	1	2	2	2	2
OG5331	3	2	1	1	1	1	1	2	0	2	1	2	2
OG5332	2	2	1	1	2	1	1	2	2	1	2	1	1
OG5333	1	0	1	2	1	2	2	2	1	2	2	2	1
OG5334	1	3	1	1	2	1	1	2	1	1	2	1	2
OG5335	2	2	1	1	2	2	2	2	1	1	2	1	0
OG5336	2	1	1	1	2	1	1	1	2	2	1	2	2
OG5337	2	4	0	0	3	1	1	1	1	2	1	2	1
OG5338	3	3	1	1	3	2	2	0	0	1	1	2	0
OG5339	1	4	1	1	1	1	1	2	1	1	2	2	1
OG5340	2	0	2	1	1	2	1	2	2	1	2	2	1
OG5341	1	5	1	1	2	1	1	1	1	2	1	1	1
OG5342	1	2	2	2	1	2	1	1	1	1	1	2	2
OG5343	2	2	2	1	2	1	1	1	1	2	1	2	1
OG5344	2	2	2	1	2	1	2	2	1	0	2	1	1
OG5345	2	2	2	3	0	1	1	1	1	1	0	3	2
OG5346	2	2	1	0	1	2	1	2	2	1	1	2	2
OG5347	1	1	2	2	2	1	1	1	2	2	1	1	2
OG5348	2	1	2	1	2	1	2	2	2	1	1	0	2
OG5349	2	1	1	1	1	1	1	2	2	1	2	2	2
OG5350	2	2	2	2	1	1	2	1	1	2	1	1	1
OG5351	1	2	1	2	1	2	2	1	2	1	2	1	1
OG5352	3	1	1	2	1	2	2	1	1	0	1	3	1
OG5353	2	1	2	1	2	2	2	1	0	1	1	2	2
OG5354	2	2	1	1	2	1	2	2	2	1	2	0	1
OG5355	1	2	2	1	1	3	2	1	1	0	2	3	0
OG5356	2	2	2	0	2	2	2	0	0	2	1	2	2
OG5357	1	1	3	0	2	2	2	2	1	0	2	1	2
OG5358	2	1	2	2	1	2	2	0	2	1	1	2	1
OG5359	3	4	1	0	1	3	1	2	0	2	0	1	1
OG5360	2	2	2	1	1	2	2	1	2	0	1	1	2
OG5361	2	2	2	1	2	1	1	1	1	0	2	3	1
OG5362	2	3	2	0	2	1	1	1	0	2	2	1	2
OG5363	2	2	2	1	2	2	2	2	0	1	0	1	2
OG5364	2	2	1	2	1	2	2	1	1	1	1	2	1
OG5365	1	1	0	3	0	2	2	2	3	2	1	0	2
OG5366	2	2	2	1	2	2	2	0	0	2	2	1	1
OG5367	2	2	1	1	1	3	2	1	1	1	2	2	0
OG5368	2	2	2	1	0	2	2	0	1	2	1	2	2
OG5369	2	2	2	1	1	2	3	1	1	1	1	1	1
OG5370	1	2	1	2	2	2	1	1	1	1	2	1	2
OG5371	2	3	2	1	1	2	2	0	2	1	1	2	0
OG5372	2	2	1	0	2	2	1	2	2	1	2	1	1
OG5373	2	3	2	1	1	1	1	1	2	0	3	1	1
OG5374	2	2	1	1	0	2	1	0	1	3	1	2	3
OG5375	2	1	2	2	2	1	1	2	0	1	2	1	2
OG5376	2	9	3	0	0	2	2	0	0	0	0	1	0
OG5377	3	2	3	0	1	1	1	1	1	0	1	3	2
OG5378	2	2	2	1	1	2	2	1	1	1	1	2	1
OG5379	2	2	1	0	2	2	1	2	2	0	1	2	2
OG5380	2	2	1	0	1	2	2	1	2	2	1	1	2
OG5381	1	4	1	1	2	4	1	2	0	1	0	2	0
OG5382	2	2	2	2	0	2	1	1	0	1	2	2	2
OG5383	2	1	2	1	1	2	1	2	2	0	2	2	1
OG5384	1	2	2	1	2	2	3	3	1	1	0	1	0
OG5385	2	1	2	0	1	1	2	2	2	1	2	2	1
OG5386	2	1	1	3	1	2	2	2	0	2	1	1	1
OG5387	2	2	1	1	2	2	2	2	0	0	2	2	1
OG5388	2	2	2	1	1	2	1	1	2	2	1	1	1
OG5389	2	2	2	1	1	2	2	1	2	0	1	2	1
OG5390	2	2	1	1	0	2	1	3	1	2	1	2	1
OG5391	2	2	1	1	1	2	2	1	0	2	1	2	2
OG5392	1	2	2	0	2	1	2	2	1	1	2	2	1
OG5393	1	2	2	1	1	1	1	1	2	1	2	2	2
OG5394	1	4	2	0	0	3	2	1	1	1	1	2	1
OG5395	1	1	1	1	2	2	2	1	1	2	1	2	2
OG5396	2	2	2	2	1	2	2	2	2	0	0	1	1
OG5397	1	2	2	1	2	1	1	1	2	2	1	2	1
OG5398	2	2	2	0	2	2	2	1	1	0	2	2	1
OG5399	1	4	1	2	3	2	1	1	0	1	2	1	0
OG5400	3	2	2	0	1	3	1	0	1	2	1	2	1
OG5401	1	0	2	1	3	2	2	1	1	2	0	2	2
OG5402	2	2	1	1	1	2	2	1	1	1	2	2	1
OG5403	2	4	2	1	0	1	1	2	0	1	2	1	2
OG5404	2	1	1	1	1	1	1	2	2	2	1	2	2
OG5405	1	1	1	2	2	1	1	1	2	2	2	2	1
OG5406	1	1	2	0	1	1	1	3	2	0	4	2	1
OG5407	3	3	2	1	1	2	2	0	0	1	0	2	2
OG5408	2	2	2	0	1	2	2	1	0	2	1	2	2
OG5409	2	2	1	0	2	1	1	2	1	2	2	2	1
OG5410	1	2	1	2	3	1	1	1	2	1	1	2	1
OG5411	2	2	2	0	0	2	2	1	0	2	1	3	2
OG5412	2	1	2	1	1	1	1	1	2	2	2	1	2
OG5413	1	10	3	1	1	0	1	0	0	1	0	0	1
OG5414	3	1	2	1	2	2	1	1	2	1	1	1	1
OG5415	2	1	2	2	1	1	2	1	1	1	1	2	2
OG5416	1	3	2	1	0	2	2	1	1	1	3	1	1
OG5417	2	3	2	0	2	0	0	1	1	2	2	2	2
OG5418	1	3	1	0	1	2	1	2	1	2	1	3	1
OG5419	2	2	2	1	1	2	2	2	1	1	1	1	1
OG5420	2	2	2	1	1	1	1	1	2	1	1	2	2
OG5421	3	0	2	0	1	2	2	0	2	0	1	3	3
OG5422	1	2	2	1	2	2	2	2	2	0	1	1	1
OG5423	2	2	2	1	1	1	2	1	1	1	2	1	2
OG5424	2	2	2	0	1	2	2	2	1	1	2	1	1
OG5425	2	1	2	1	1	1	1	3	1	0	2	2	2
OG5426	2	3	1	0	2	1	3	1	0	2	1	2	1
OG5427	2	2	2	1	1	1	2	1	2	1	1	1	2
OG5428	1	2	2	2	2	1	1	1	1	2	2	1	1
OG5429	2	2	2	2	1	2	1	1	1	0	1	2	2
OG5430	2	1	2	2	1	2	2	0	2	1	0	2	2
OG5431	2	2	1	2	1	1	1	2	1	0	2	2	2
OG5432	1	2	2	2	1	1	1	2	2	1	1	1	2
OG5433	2	2	2	1	1	3	3	1	1	1	1	1	0
OG5434	1	1	1	1	2	2	2	2	2	1	1	1	2
OG5435	2	3	2	1	1	2	2	1	0	1	1	2	1
OG5436	2	1	1	2	1	1	1	2	2	2	2	1	1
OG5437	1	2	2	2	1	2	2	2	1	0	1	1	2
OG5438	1	2	1	1	2	1	2	2	1	1	3	2	0
OG5439	2	1	1	2	1	2	2	2	0	1	2	2	1
OG5440	1	2	1	1	2	1	2	2	2	0	1	2	2
OG5441	3	5	0	0	0	3	3	0	1	1	0	1	2
OG5442	2	3	2	1	1	1	1	0	1	1	1	3	2
OG5443	2	2	2	2	1	1	1	1	2	1	1	2	1
OG5444	2	0	4	0	2	3	2	0	0	1	1	2	2
OG5445	2	1	2	1	1	2	1	2	2	1	2	2	0
OG5446	2	2	2	1	1	1	2	2	1	2	1	1	1
OG5447	2	2	1	0	1	1	2	2	1	1	2	2	2
OG5448	1	2	2	0	2	2	2	2	2	0	2	1	1
OG5449	1	2	1	1	2	1	2	1	0	2	2	2	2
OG5450	2	1	1	1	1	2	2	1	2	1	2	2	1
OG5451	1	2	1	0	2	3	1	3	0	0	3	1	2
OG5452	2	1	2	1	1	2	2	1	2	1	1	2	1
OG5453	2	1	1	2	2	1	2	1	1	1	2	1	2
OG5454	2	2	2	0	2	2	2	1	0	2	1	2	1
OG5455	3	3	1	1	0	2	2	0	0	2	1	1	3
OG5456	2	0	1	2	3	2	1	2	2	0	2	1	1
OG5457	1	1	2	2	1	1	1	1	1	2	2	2	2
OG5458	2	2	2	2	1	2	2	1	0	1	1	2	1
OG5459	2	1	1	2	1	1	1	2	2	2	2	1	1
OG5460	1	1	2	0	2	3	2	2	1	3	1	0	1
OG5461	2	1	2	2	2	2	1	1	2	0	1	2	1
OG5462	2	2	1	3	1	0	2	1	1	1	2	1	2
OG5463	2	2	1	1	3	1	1	1	1	2	2	2	0
OG5464	1	1	1	2	2	2	2	1	2	1	1	1	2
OG5465	1	2	2	1	1	2	1	2	1	2	2	1	1
OG5466	2	2	1	2	2	2	1	1	1	1	1	2	1
OG5467	1	1	2	2	1	2	1	2	2	0	2	1	2
OG5468	2	2	2	2	0	2	2	0	2	1	2	1	1
OG5469	2	2	1	2	2	1	1	1	2	1	2	1	1
OG5470	1	3	1	1	1	3	1	2	1	1	2	1	1
OG5471	2	2	1	1	2	2	1	2	1	1	2	1	1
OG5472	1	1	1	2	1	2	2	2	2	1	1	1	2
OG5473	1	3	2	2	2	1	1	1	1	1	2	1	1
OG5474	1	2	1	1	2	2	3	1	1	1	1	2	1
OG5475	1	1	5	2	1	2	1	1	0	1	1	0	3
OG5476	1	1	1	2	1	1	2	2	2	2	1	1	2
OG5477	1	2	2	0	2	2	2	2	0	1	2	2	1
OG5478	1	6	2	1	2	1	1	1	1	0	1	1	1
OG5479	1	2	2	1	2	2	1	1	1	1	1	2	2
OG5480	2	2	2	1	1	2	2	1	1	1	1	1	2
OG5481	2	2	2	1	2	3	2	1	1	0	1	1	1
OG5482	2	1	2	0	1	2	2	2	2	1	2	1	1
OG5483	2	0	2	2	1	2	2	1	0	1	2	2	2
OG5484	1	2	2	1	2	1	1	2	1	1	2	1	2
OG5485	1	3	2	0	3	1	1	1	0	1	3	2	1
OG5486	2	3	1	0	2	3	1	1	1	0	1	2	2
OG5487	1	3	0	1	1	3	2	3	0	2	1	1	1
OG5488	2	2	2	1	2	1	1	1	1	1	2	2	1
OG5489	2	1	2	1	1	2	2	2	1	0	2	2	1
OG5490	2	1	1	1	1	2	2	1	2	1	1	2	2
OG5491	1	3	1	1	1	0	0	3	0	4	1	1	3
OG5492	1	2	2	2	2	2	1	1	1	1	2	1	1
OG5493	1	2	1	1	2	2	2	2	1	1	1	2	1
OG5494	2	3	2	0	2	1	2	2	0	1	2	1	1
OG5495	1	2	2	1	1	2	2	2	1	1	2	1	1
OG5496	2	3	1	2	3	1	1	0	0	1	1	3	1
OG5497	2	1	2	1	2	2	1	2	2	0	1	1	2
OG5498	3	3	2	0	0	2	1	1	0	3	1	2	1
OG5499	2	2	2	1	1	2	2	2	0	1	1	2	1
OG5500	2	1	1	2	2	2	2	1	2	0	2	1	1
OG5501	2	1	2	0	2	2	2	2	0	1	2	1	2
OG5502	1	2	2	2	1	2	2	3	0	1	3	0	0
OG5503	1	1	4	2	1	2	1	1	0	2	1	2	1
OG5504	2	2	2	1	1	2	1	2	1	0	2	1	2
OG5505	1	1	2	1	1	2	2	1	2	1	2	2	1
OG5506	1	3	1	1	2	2	1	1	2	1	2	1	1
OG5507	1	1	4	0	1	4	4	0	0	2	0	1	1
OG5508	1	1	2	1	1	2	2	2	2	0	2	1	2
OG5509	2	1	1	1	2	2	1	2	1	2	2	1	1
OG5510	3	2	2	1	0	1	1	2	0	1	2	2	2
OG5511	2	4	1	0	1	2	1	0	2	1	1	2	2
OG5512	2	2	2	0	1	3	2	1	1	2	0	3	0
OG5513	1	4	1	2	1	1	2	2	0	1	1	2	1
OG5514	2	2	1	1	1	2	2	1	1	2	1	2	1
OG5515	1	3	2	0	1	1	1	2	1	2	2	1	2
OG5516	2	2	2	1	2	1	1	2	1	1	2	1	1
OG5517	1	5	1	0	4	2	2	1	0	1	0	2	0
OG5518	1	2	2	1	1	1	2	2	1	1	2	1	2
OG5519	2	3	1	0	1	1	3	2	1	2	2	1	0
OG5520	1	4	0	2	3	3	1	0	0	1	1	2	1
OG5521	2	2	2	1	1	2	1	2	1	1	2	1	1
OG5522	1	2	2	1	2	2	2	1	1	1	1	2	1
OG5523	1	3	3	1	1	2	2	0	1	1	1	2	1
OG5524	2	2	2	1	3	2	1	2	0	0	2	1	1
OG5525	1	2	1	1	2	1	1	2	2	2	2	1	1
OG5526	2	4	1	0	0	2	3	1	1	2	1	1	1
OG5527	2	3	2	1	2	2	2	0	1	1	1	2	0
OG5528	1	1	1	1	2	2	1	3	2	0	2	1	2
OG5529	1	3	3	0	1	2	2	2	0	2	2	1	0
OG5530	2	3	2	1	2	2	2	1	0	1	1	1	1
OG5531	2	9	2	1	0	1	1	0	0	2	0	0	1
OG5532	1	3	2	1	1	1	2	2	1	2	2	1	0
OG5533	1	2	1	0	0	3	4	1	1	1	1	3	1
OG5534	2	4	2	1	1	2	2	1	0	2	0	1	1
OG5535	1	2	2	2	1	1	1	2	1	0	2	2	2
OG5536	1	2	2	0	2	3	3	1	0	0	3	1	1
OG5537	2	1	1	0	1	2	2	2	1	1	3	2	1
OG5538	2	4	2	0	1	1	2	0	0	1	3	2	1
OG5539	1	4	1	1	2	1	1	1	1	2	2	1	1
OG5540	1	2	2	1	1	0	0	1	1	3	2	3	2
OG5541	1	1	1	1	2	1	2	2	2	1	2	1	2
OG5542	1	2	2	0	1	2	2	2	1	2	2	1	1
OG5543	1	2	3	2	2	2	2	1	0	1	0	2	1
OG5544	0	2	2	1	1	2	2	1	1	2	1	2	2
OG5545	0	3	1	1	2	1	2	3	3	0	3	0	0
OG5546	0	9	2	1	0	3	1	0	0	0	1	2	0
OG5547	0	5	8	0	0	1	4	0	0	0	1	0	0
OG5548	0	2	2	0	2	1	1	2	2	2	2	2	1
OG5549	0	1	0	3	1	2	2	2	1	2	2	2	1
OG5550	0	2	2	1	2	1	1	2	2	1	2	2	1
OG5551	0	0	0	2	3	0	3	5	1	1	2	1	1
OG5552	1	2	2	0	1	2	2	2	0	1	2	2	1
OG5553	2	2	2	1	2	2	2	0	0	2	0	2	1
OG5554	2	0	1	2	1	1	2	1	1	1	2	2	2
OG5555	1	1	1	1	1	1	2	2	2	1	2	2	1
OG5556	1	2	2	1	0	1	1	1	2	2	1	2	2
OG5557	1	2	1	1	2	1	2	2	1	1	2	1	1
OG5558	1	2	2	1	2	1	2	1	1	1	1	2	1
OG5559	2	2	2	2	1	1	1	1	0	1	1	2	2
OG5560	2	1	1	0	2	1	1	2	2	1	2	2	1
OG5561	2	2	1	0	2	1	2	2	1	2	1	2	0
OG5562	2	2	1	1	1	1	1	2	1	0	2	2	2
OG5563	2	1	2	0	2	1	1	3	0	1	2	2	1
OG5564	2	1	1	1	2	1	2	1	2	1	2	1	1
OG5565	2	1	2	0	1	2	2	1	1	2	1	1	2
OG5566	1	2	2	1	2	1	1	1	1	1	2	1	2
OG5567	1	3	1	0	1	1	2	1	2	0	2	2	2
OG5568	2	3	1	0	0	2	2	2	1	0	2	2	1
OG5569	2	2	2	2	1	1	1	1	1	0	2	2	1
OG5570	1	3	1	1	2	3	1	1	1	1	0	2	1
OG5571	2	2	2	0	2	1	1	2	1	1	2	0	2
OG5572	1	2	2	1	1	1	1	2	1	1	1	2	2
OG5573	2	2	2	1	2	1	2	2	1	0	1	2	0
OG5574	1	2	1	1	1	2	1	1	2	1	2	1	2
OG5575	2	2	2	0	1	2	1	2	1	1	2	1	1
OG5576	2	3	1	2	1	2	2	0	1	1	1	1	1
OG5577	1	2	3	0	2	2	1	2	1	0	2	1	1
OG5578	2	2	1	1	2	2	1	2	0	1	1	2	1
OG5579	3	1	0	1	2	1	2	1	1	1	2	1	2
OG5580	2	1	1	1	1	2	2	1	1	1	1	2	2
OG5581	1	1	2	2	2	1	1	1	2	1	2	1	1
OG5582	2	1	1	2	1	1	1	2	1	2	2	1	1
OG5583	2	2	2	1	1	2	1	1	1	1	1	2	1
OG5584	2	1	1	1	1	1	1	2	2	2	1	2	1
OG5585	2	2	2	2	1	1	2	1	0	1	1	1	2
OG5586	1	1	1	1	1	1	1	3	2	0	3	2	1
OG5587	2	1	1	2	2	1	1	1	2	1	2	1	1
OG5588	2	2	1	1	2	2	2	1	1	0	1	2	1
OG5589	2	1	1	2	1	1	2	1	2	1	1	1	2
OG5590	2	1	2	1	2	2	2	2	1	0	1	1	1
OG5591	2	2	2	0	2	1	1	1	2	2	1	1	1
OG5592	2	2	3	1	1	2	2	0	1	0	0	2	2
OG5593	2	1	1	1	2	3	1	1	1	0	2	1	2
OG5594	2	1	2	1	2	2	2	2	0	1	0	1	2
OG5595	2	3	2	1	1	1	1	1	1	1	1	2	1
OG5596	2	2	2	1	1	2	1	2	1	0	2	1	1
OG5597	1	2	1	1	1	1	1	2	2	2	2	1	1
OG5598	1	2	0	0	3	3	1	0	0	1	2	3	2
OG5599	1	1	1	0	2	1	2	2	1	1	2	2	2
OG5600	2	2	2	0	2	2	2	1	0	1	1	2	1
OG5601	2	3	1	1	2	2	2	0	0	0	3	1	1
