	D1	D10	D11	D21	D22	D3D	D3K	D4	D5	D6	D7	D8	D9
OG24784	0	0	1	1	1	1	1	1	1	1	1	0	0
OG24785	0	0	1	1	0	1	2	1	0	1	1	0	1
OG24786	0	0	1	1	0	1	1	1	0	1	1	1	1
OG24787	0	0	1	1	1	1	1	2	0	1	1	0	0
OG24788	0	0	1	0	1	1	1	1	1	0	1	1	1
OG24789	0	0	2	0	1	1	1	1	1	0	1	1	0
OG24790	0	0	1	1	0	1	1	1	1	1	0	1	1
OG24791	0	0	1	1	1	0	1	0	1	2	0	1	1
OG24792	0	0	1	0	2	1	1	1	0	0	1	1	1
OG24793	0	0	1	0	1	1	1	1	1	0	1	1	1
OG24794	0	0	1	1	1	1	1	1	0	1	1	1	0
OG24795	0	0	1	1	0	1	1	1	1	1	1	0	1
OG24796	0	0	1	0	1	1	1	1	1	0	1	1	1
OG24797	0	0	1	1	1	1	0	1	0	1	1	1	1
OG24798	0	0	1	1	1	1	1	1	1	0	0	1	1
OG24799	0	0	1	1	0	2	1	1	1	0	1	0	1
OG24800	0	0	1	0	0	2	1	1	1	0	3	0	0
OG24801	0	0	1	0	0	1	1	1	1	1	1	1	1
OG24802	0	0	1	0	1	0	0	3	0	1	1	1	1
OG24803	0	0	0	1	1	1	1	1	1	0	2	0	1
OG24804	0	0	0	1	1	1	1	1	1	1	0	1	1
OG24805	0	0	0	1	1	1	1	1	1	1	1	0	1
OG24806	0	0	0	2	1	0	0	3	0	0	3	0	0
OG24807	0	0	0	1	3	0	0	1	1	0	2	0	1
OG24808	0	0	0	1	1	0	0	3	2	0	2	0	0
OG24809	0	0	0	1	2	1	1	1	1	0	2	0	0
OG24810	0	0	0	1	2	0	0	2	2	1	1	0	0
OG24811	0	0	0	0	2	0	0	2	2	0	2	0	1
OG24812	0	0	0	0	4	0	0	3	0	0	2	0	0
OG24813	0	0	0	0	1	1	1	2	1	1	0	1	1
OG24814	0	0	0	0	1	1	1	2	2	0	2	0	0
OG24815	0	0	0	0	2	0	0	1	2	0	3	0	1
OG24816	0	0	0	0	2	1	1	1	1	0	1	1	1
OG24817	0	0	0	0	0	2	1	1	1	0	1	1	2
OG24818	1	0	0	0	0	1	1	1	0	0	1	2	1
OG24819	1	1	0	0	1	1	1	0	0	1	0	1	1
OG24820	1	1	0	0	1	0	1	0	0	1	1	1	1
OG24821	1	0	1	0	1	1	0	1	0	1	1	1	0
OG24822	1	1	0	0	0	1	1	0	1	1	1	1	0
OG24823	1	1	1	0	1	1	0	1	0	0	1	1	0
OG24824	1	1	1	0	1	1	1	1	0	0	1	0	0
OG24825	1	1	1	0	1	1	0	1	0	0	1	0	1
OG24826	1	0	0	0	1	0	1	2	0	0	2	0	1
OG24827	1	1	0	1	1	0	0	1	1	0	1	1	0
OG24828	1	0	0	1	2	1	1	1	0	0	1	0	0
OG24829	1	1	1	0	0	1	0	1	0	0	1	1	1
OG24830	1	1	1	0	1	0	1	1	0	1	1	0	0
OG24831	1	1	1	1	0	1	0	1	1	0	1	0	0
OG24832	1	1	0	0	0	1	1	2	0	0	1	1	0
OG24833	1	1	1	0	1	1	0	0	0	1	1	1	0
OG24834	1	1	0	1	1	0	0	1	1	0	1	1	0
OG24835	1	0	1	1	0	1	1	0	1	1	0	1	0
OG24836	1	0	1	1	1	1	1	1	0	0	0	1	0
OG24837	1	0	0	0	0	2	2	1	1	0	0	1	0
OG24838	1	0	1	0	0	1	1	1	0	1	1	1	0
OG24839	2	1	0	0	1	0	1	0	0	1	0	2	0
OG24840	1	1	0	0	1	1	1	1	1	0	1	0	0
OG24841	1	1	0	1	1	1	0	1	0	0	1	1	0
OG24842	1	0	0	1	0	0	1	2	1	1	0	1	0
OG24843	1	1	1	0	1	0	1	0	1	0	1	1	0
OG24844	1	0	1	1	1	0	0	1	1	0	1	0	1
OG24845	1	0	0	1	1	1	1	0	1	0	1	0	1
OG24846	1	1	1	0	0	1	1	0	1	1	0	0	1
OG24847	1	1	0	2	1	0	1	1	0	0	0	0	1
OG24848	1	0	0	0	0	1	1	1	1	1	1	0	1
OG24849	1	0	1	0	1	1	1	0	0	1	1	1	0
OG24850	1	1	0	1	1	1	0	1	0	1	1	0	0
OG24851	1	0	1	2	0	0	1	2	0	0	0	1	0
OG24852	1	1	1	0	0	1	1	0	1	0	1	1	0
OG24853	1	1	1	0	1	0	1	1	0	0	1	1	0
OG24854	1	1	0	0	1	1	1	1	0	0	1	1	0
OG24855	2	0	0	0	0	1	1	0	1	2	0	1	0
OG24856	1	0	0	0	1	0	1	0	2	1	1	0	1
OG24857	1	2	1	0	1	1	1	0	0	1	0	0	0
OG24858	1	0	1	1	0	0	1	1	1	1	0	1	0
OG24859	1	1	1	0	1	1	0	1	0	1	1	0	0
OG24860	1	0	0	1	0	1	1	0	1	0	1	1	1
OG24861	1	1	1	0	1	1	0	1	0	1	1	0	0
OG24862	1	0	0	0	0	1	1	1	1	1	1	1	0
OG24863	1	1	1	0	1	1	1	0	0	0	1	1	0
OG24864	1	1	0	0	1	1	1	0	1	1	0	1	0
OG24865	1	1	0	1	1	1	1	0	0	0	0	1	1
OG24866	1	1	1	0	1	0	1	1	0	0	1	1	0
OG24867	1	1	1	0	1	1	1	0	1	1	0	0	0
OG24868	3	1	1	0	1	1	1	0	0	0	0	0	0
OG24869	1	1	1	0	2	0	0	0	1	0	1	0	1
OG24870	1	1	1	0	1	0	0	1	1	0	1	1	0
OG24871	1	0	1	0	1	1	1	0	1	1	0	1	0
OG24872	1	1	1	0	0	1	1	0	1	0	0	1	1
OG24873	1	1	0	1	1	0	0	0	1	0	1	1	1
OG24874	2	0	1	0	1	0	1	0	0	1	2	0	0
OG24875	1	1	1	1	0	0	1	0	1	0	0	1	1
OG24876	1	1	1	1	1	0	0	1	1	0	1	0	0
OG24877	1	1	1	0	0	0	0	2	0	1	1	0	1
OG24878	1	1	0	0	1	0	0	1	1	1	1	0	1
OG24879	1	1	1	0	1	1	1	0	0	0	0	1	1
OG24880	1	0	1	1	0	1	1	0	1	1	0	1	0
OG24881	1	1	0	0	1	1	1	0	1	0	0	1	1
OG24882	1	0	1	0	1	1	0	1	1	1	1	0	0
OG24883	1	1	2	0	0	0	1	0	0	0	1	1	1
OG24884	1	3	1	0	1	0	0	0	1	1	0	0	0
OG24885	1	1	0	0	1	0	1	1	0	0	2	1	0
OG24886	1	0	1	0	1	1	1	1	1	0	1	0	0
OG24887	1	0	1	1	0	0	1	0	0	1	1	1	1
OG24888	1	1	1	1	1	0	0	1	0	1	1	0	0
OG24889	1	0	2	0	0	1	1	1	0	1	0	1	0
OG24890	1	0	0	0	0	1	1	1	1	0	1	1	1
OG24891	1	1	1	0	1	0	1	1	0	1	1	0	0
OG24892	1	1	0	1	1	0	1	1	0	0	0	1	1
OG24893	1	0	1	0	1	0	0	1	1	1	0	1	1
OG24894	1	2	1	0	0	2	2	0	0	0	0	0	0
OG24895	1	1	1	1	0	1	1	1	0	0	0	1	0
OG24896	1	1	1	0	1	1	1	0	0	0	1	1	0
OG24897	1	1	1	0	1	0	1	1	0	1	1	0	0
OG24898	1	0	1	0	0	0	0	1	1	1	1	1	1
OG24899	1	1	1	0	0	1	1	1	0	1	0	1	0
OG24900	1	1	1	0	0	1	1	1	1	0	0	0	1
OG24901	1	1	0	0	1	1	1	0	1	0	0	1	1
OG24902	1	1	1	0	0	1	1	1	1	0	0	1	0
OG24903	1	0	0	0	0	1	1	1	1	0	1	1	1
OG24904	1	1	1	0	1	0	0	1	1	1	0	1	0
OG24905	1	1	1	0	1	1	0	2	0	0	1	0	0
OG24906	1	1	1	1	1	0	0	1	0	1	0	0	1
OG24907	1	1	1	0	1	1	0	1	1	0	1	0	0
OG24908	1	1	1	1	1	0	1	1	1	0	0	0	0
OG24909	1	1	0	0	0	1	1	1	0	0	1	1	1
OG24910	1	1	0	1	0	1	0	2	1	0	0	1	0
OG24911	1	1	1	0	1	1	0	1	0	0	1	1	0
OG24912	1	1	2	0	0	1	1	1	1	0	0	0	0
OG24913	1	0	1	0	1	1	1	0	1	0	0	1	1
OG24914	1	1	1	0	0	0	1	1	1	0	1	1	0
OG24915	1	1	1	1	1	0	0	1	1	0	1	0	0
OG24916	1	1	1	0	0	0	0	0	1	1	1	1	1
OG24917	1	1	1	0	0	1	0	1	0	1	1	1	0
OG24918	1	0	1	0	1	1	1	1	0	1	1	0	0
OG24919	1	1	1	0	1	1	0	1	0	1	1	0	0
OG24920	1	0	0	1	1	1	0	1	1	0	1	1	0
OG24921	1	1	0	0	1	1	1	1	1	0	1	0	0
OG24922	1	1	1	1	1	0	0	1	0	2	0	0	0
OG24923	2	1	0	0	1	1	1	0	1	0	0	1	0
OG24924	1	1	1	0	0	1	1	1	0	1	0	1	0
OG24925	1	1	0	1	1	0	1	1	0	0	1	1	0
OG24926	1	1	1	1	1	1	1	0	0	0	0	1	0
OG24927	1	1	1	1	0	1	1	1	0	0	1	0	0
OG24928	1	1	0	0	1	1	1	0	1	0	0	1	1
OG24929	1	1	3	0	0	1	0	0	0	0	0	1	1
OG24930	2	2	1	0	0	1	0	0	0	1	0	1	0
OG24931	1	1	1	0	1	1	0	1	1	0	1	0	0
OG24932	1	1	1	0	1	1	0	1	0	0	1	1	0
OG24933	1	0	1	1	0	1	1	1	0	1	0	1	0
OG24934	1	2	0	0	1	0	0	1	1	1	0	1	0
OG24935	1	1	1	0	0	1	1	0	0	1	1	0	1
OG24936	1	0	0	1	0	1	1	0	1	1	1	0	1
OG24937	1	1	1	1	1	1	1	0	0	0	0	1	0
OG24938	1	1	1	0	1	1	1	1	0	0	1	0	0
OG24939	1	1	1	0	1	1	0	1	0	0	0	1	1
OG24940	1	0	0	0	1	1	1	1	0	1	1	1	0
OG24941	1	2	0	0	0	0	0	1	2	0	1	1	0
OG24942	1	0	0	1	1	1	1	0	1	1	0	1	0
OG24943	1	1	1	0	1	1	0	1	0	1	1	0	0
OG24944	2	1	0	0	1	3	0	0	0	1	0	0	0
OG24945	1	1	1	0	1	1	1	1	0	1	0	0	0
OG24946	1	0	0	0	0	0	1	1	2	0	2	0	1
OG24947	1	0	0	1	2	1	1	0	1	0	1	0	0
OG24948	1	0	1	0	1	1	1	1	0	0	1	1	0
OG24949	1	1	1	1	1	1	0	0	1	0	0	0	1
OG24950	1	0	0	1	1	0	0	1	1	0	3	0	0
OG24951	1	1	1	1	0	1	0	1	0	0	1	1	0
OG24952	1	1	1	0	1	1	0	1	0	1	1	0	0
OG24953	1	1	1	0	1	1	0	0	0	1	1	0	1
OG24954	1	2	0	1	0	1	1	1	0	0	0	0	1
OG24955	1	1	1	0	1	0	0	1	0	0	2	1	0
OG24956	1	1	1	0	1	1	1	0	0	1	0	0	1
OG24957	1	0	1	1	0	1	1	0	0	1	0	1	1
OG24958	1	1	1	0	0	1	1	1	0	1	1	0	0
OG24959	1	0	1	1	0	1	1	0	1	0	0	1	1
OG24960	1	1	1	0	0	1	1	0	0	1	1	0	1
OG24961	1	1	1	0	1	1	1	0	1	0	0	0	1
OG24962	1	1	0	0	1	1	1	1	0	1	0	0	1
OG24963	1	0	1	0	1	0	1	1	1	0	1	0	1
OG24964	1	0	1	1	1	1	1	0	0	1	1	0	0
OG24965	1	1	1	0	2	0	0	1	0	0	1	0	1
OG24966	1	1	0	0	0	1	1	1	0	1	1	1	0
OG24967	1	0	1	1	0	1	0	0	1	1	1	1	0
OG24968	1	1	1	0	0	1	0	1	0	0	1	1	1
OG24969	1	1	1	0	0	0	1	1	0	1	0	1	1
OG24970	2	0	1	0	0	1	1	0	1	1	0	1	0
OG24971	1	0	1	1	0	1	1	1	0	1	0	1	0
OG24972	1	2	0	0	1	1	0	1	0	0	1	0	1
OG24973	1	1	1	0	0	1	0	1	0	1	0	1	1
OG24974	1	1	0	0	1	1	1	0	0	0	1	1	1
OG24975	1	0	0	0	1	1	1	1	0	1	1	1	0
OG24976	1	1	1	0	0	1	0	1	1	1	1	0	0
OG24977	1	0	1	0	1	0	0	1	1	1	1	0	1
OG24978	1	1	0	1	1	1	1	0	1	0	0	1	0
OG24979	1	1	1	1	1	0	0	1	0	0	0	1	1
OG24980	1	1	0	0	0	1	1	0	0	2	1	1	0
OG24981	1	1	1	0	0	1	1	1	0	0	1	0	1
OG24982	1	0	1	0	0	0	2	0	0	1	0	2	1
OG24983	1	0	1	0	1	1	1	0	0	0	1	1	1
OG24984	1	0	0	1	1	0	1	1	1	1	1	0	0
OG24985	1	1	1	0	0	1	1	1	1	0	0	0	1
OG24986	1	1	1	0	1	1	1	1	0	0	0	1	0
OG24987	1	1	0	1	1	1	1	0	0	0	1	1	0
OG24988	1	1	0	0	1	1	1	1	0	0	1	1	0
OG24989	1	1	1	1	0	0	0	0	2	1	0	1	0
OG24990	1	1	2	0	0	1	0	1	0	0	0	1	1
OG24991	1	1	1	0	1	1	0	1	0	0	1	1	0
OG24992	1	0	1	0	1	0	1	1	0	0	1	1	1
OG24993	1	1	1	1	0	0	0	0	1	1	1	0	1
OG24994	1	1	1	1	0	0	0	1	0	1	1	1	0
OG24995	1	1	1	0	0	1	0	1	0	0	1	1	1
OG24996	1	0	1	0	1	0	1	0	1	1	1	0	1
OG24997	1	1	1	1	0	0	0	1	0	1	1	1	0
OG24998	1	1	0	0	1	1	1	0	0	1	1	1	0
OG24999	1	1	1	0	2	0	0	2	0	0	1	0	0
OG25000	1	1	0	0	1	1	0	0	1	1	1	1	0
OG25001	1	0	0	1	1	1	0	1	0	1	1	0	1
OG25002	1	1	1	1	0	0	1	0	0	1	1	0	1
OG25003	1	1	1	1	0	0	1	0	1	1	0	0	1
OG25004	1	1	2	0	0	1	1	0	0	0	1	1	0
OG25005	1	0	1	0	1	1	1	1	1	0	1	0	0
OG25006	1	1	1	1	1	0	0	1	1	0	0	1	0
OG25007	2	0	0	0	0	2	1	0	0	1	1	1	0
OG25008	1	1	1	0	0	1	1	0	1	0	1	1	0
OG25009	1	1	0	1	1	1	1	0	1	0	0	1	0
OG25010	1	1	1	1	1	1	1	1	0	0	0	0	0
OG25011	1	1	0	1	1	1	1	0	1	0	0	1	0
OG25012	1	1	1	0	0	1	1	0	1	1	1	0	0
OG25013	1	1	1	0	1	1	0	1	0	0	0	1	1
OG25014	1	1	1	1	0	0	1	0	1	1	1	0	0
OG25015	1	1	1	0	1	0	1	1	0	0	0	1	1
OG25016	1	1	1	1	0	1	1	0	0	0	1	1	0
OG25017	1	1	1	0	0	1	1	0	0	1	0	1	1
OG25018	1	1	0	1	1	1	0	1	0	0	0	1	1
OG25019	1	0	1	0	0	1	1	1	1	0	1	1	0
OG25020	1	1	1	1	0	1	0	0	1	1	0	0	1
OG25021	1	0	1	1	0	1	1	0	0	0	1	1	1
OG25022	1	1	1	0	1	1	0	1	1	0	0	1	0
OG25023	2	1	1	0	0	1	1	0	0	0	1	1	0
OG25024	1	1	0	0	1	1	1	1	0	0	1	1	0
OG25025	1	1	0	0	1	1	0	1	1	0	1	1	0
OG25026	1	0	1	0	0	0	1	1	1	1	1	1	0
OG25027	1	1	1	0	1	1	1	0	0	1	1	0	0
OG25028	1	1	1	0	1	0	1	1	0	1	1	0	0
OG25029	1	2	0	0	0	2	1	0	0	0	0	2	0
OG25030	1	1	1	0	1	1	1	0	0	1	0	1	0
OG25031	1	0	1	0	0	1	1	1	0	1	1	1	0
OG25032	1	0	0	1	1	1	1	0	0	1	1	1	0
OG25033	1	0	1	1	0	0	1	0	1	1	0	1	1
OG25034	1	0	0	0	1	1	1	1	0	1	1	1	0
OG25035	1	1	1	0	1	1	1	1	0	0	1	0	0
OG25036	1	0	1	0	1	0	1	1	0	1	0	1	1
OG25037	2	1	1	0	1	0	1	0	0	1	1	0	0
OG25038	1	1	1	1	1	1	1	0	0	0	0	0	1
OG25039	1	2	1	0	0	1	1	0	1	0	0	1	0
OG25040	1	1	1	0	1	0	0	0	1	1	0	1	1
OG25041	1	1	1	0	1	1	1	1	0	0	1	0	0
OG25042	1	1	0	1	0	1	1	0	1	1	0	1	0
OG25043	1	0	0	0	1	2	2	1	0	1	0	0	0
OG25044	1	1	1	1	0	1	1	0	0	1	0	1	0
OG25045	1	1	1	0	1	1	1	1	0	0	0	1	0
OG25046	1	1	1	0	0	1	1	0	0	1	0	1	1
OG25047	1	1	0	0	0	1	1	0	1	1	1	1	0
OG25048	1	0	1	0	1	1	1	0	1	0	1	0	1
OG25049	1	0	0	0	0	1	1	1	1	0	1	1	1
OG25050	1	1	1	0	1	1	0	1	0	0	1	0	1
OG25051	1	1	1	0	0	1	1	0	1	1	0	1	0
OG25052	1	1	1	0	1	1	1	0	0	0	1	1	0
OG25053	2	2	0	0	0	1	0	0	0	2	0	1	0
OG25054	1	1	1	0	1	1	0	0	0	1	1	1	0
OG25055	1	1	0	1	1	1	1	0	1	0	0	1	0
OG25056	1	1	1	1	0	0	0	0	0	1	1	1	1
OG25057	1	1	1	0	0	1	1	0	0	1	1	1	0
OG25058	1	1	1	0	0	1	1	1	0	0	1	1	0
OG25059	1	1	1	1	0	0	0	1	1	0	1	1	0
OG25060	1	1	1	0	0	1	1	0	0	1	0	1	1
OG25061	1	0	1	1	0	1	1	1	0	1	1	0	0
OG25062	1	1	0	1	1	1	1	0	1	0	0	1	0
OG25063	1	1	0	1	0	1	1	0	0	1	0	1	1
OG25064	1	0	1	0	1	1	1	0	0	1	0	1	1
OG25065	1	1	0	0	1	1	1	1	0	0	0	1	1
OG25066	1	1	0	1	0	1	1	1	0	0	1	1	0
OG25067	1	1	0	0	1	2	1	0	0	1	0	1	0
OG25068	1	1	1	0	0	1	1	1	0	0	1	0	1
OG25069	1	1	0	0	2	2	1	0	0	0	0	1	0
OG25070	1	0	1	0	1	1	1	1	1	0	0	1	0
OG25071	1	1	1	0	0	1	1	0	1	0	1	1	0
OG25072	1	0	1	1	0	1	1	1	1	0	0	0	1
OG25073	1	1	0	0	1	1	1	0	0	2	0	1	0
OG25074	1	1	0	0	1	1	0	1	1	0	1	0	1
OG25075	1	1	0	1	1	1	1	0	0	1	0	1	0
OG25076	1	1	1	0	0	0	1	0	1	1	1	0	1
OG25077	1	1	0	1	1	0	0	1	1	0	1	1	0
OG25078	1	1	1	1	0	1	1	0	1	1	0	0	0
OG25079	1	1	0	0	1	1	1	1	0	0	1	1	0
OG25080	1	1	0	0	1	1	1	0	1	0	0	1	1
OG25081	1	1	0	0	1	1	1	1	1	0	0	1	0
OG25082	1	1	1	0	1	1	0	1	1	0	1	0	0
OG25083	1	1	1	0	0	0	1	0	1	0	1	1	1
OG25084	1	1	1	0	0	1	0	1	0	0	1	1	1
OG25085	1	1	0	0	0	1	1	0	1	0	1	2	0
OG25086	1	0	1	1	0	1	1	0	1	0	1	0	1
OG25087	1	0	0	0	1	1	1	1	1	0	1	1	0
OG25088	1	1	1	0	0	1	1	1	0	0	0	1	1
OG25089	1	1	1	0	1	1	0	0	0	0	1	1	1
OG25090	1	1	0	0	0	0	1	1	1	1	0	1	1
OG25091	1	0	1	0	0	1	1	0	1	1	1	1	0
OG25092	1	0	1	0	0	1	1	1	0	1	1	1	0
OG25093	1	1	1	0	1	1	1	1	0	0	1	0	0
OG25094	1	1	0	0	0	0	0	1	1	1	1	1	1
OG25095	1	1	1	0	0	1	0	1	0	0	1	1	1
OG25096	1	1	1	0	1	1	1	0	0	1	1	0	0
OG25097	1	1	1	0	1	0	1	1	0	0	1	0	1
OG25098	1	2	1	0	1	1	1	0	0	0	0	1	0
OG25099	1	0	0	1	1	1	1	0	1	1	0	1	0
OG25100	1	1	1	0	1	0	1	0	1	1	0	1	0
OG25101	1	1	0	1	0	1	1	0	1	1	0	1	0
OG25102	1	0	1	0	1	1	1	1	0	0	0	1	1
OG25103	1	1	1	0	1	1	0	0	1	0	0	1	1
OG25104	1	2	3	0	0	0	0	0	0	1	0	0	1
OG25105	1	1	0	0	1	1	1	0	0	1	0	1	1
OG25106	1	1	1	0	1	0	1	1	0	0	0	1	1
OG25107	1	1	1	0	0	1	0	1	0	0	1	1	1
OG25108	1	0	1	1	1	1	0	0	0	0	1	1	1
OG25109	1	1	2	0	1	0	0	1	0	0	2	0	0
OG25110	1	1	1	0	0	1	1	1	0	0	0	1	1
OG25111	1	2	0	0	2	0	0	1	0	0	1	0	1
OG25112	1	1	1	0	0	1	1	1	0	0	0	1	1
OG25113	1	1	1	0	0	1	1	1	0	0	1	1	0
OG25114	1	1	1	0	0	1	1	0	0	0	1	1	1
OG25115	1	1	1	0	0	1	1	0	1	1	1	0	0
OG25116	1	1	0	2	0	1	0	0	1	1	0	1	0
OG25117	1	1	1	0	0	1	1	1	0	0	1	1	0
OG25118	1	0	1	0	0	1	1	1	1	0	1	1	0
OG25119	1	0	1	0	0	1	1	1	1	0	1	1	0
OG25120	1	1	0	1	1	0	0	0	1	1	0	1	1
OG25121	1	0	0	0	0	1	1	1	0	1	1	1	1
OG25122	1	0	1	1	1	0	1	0	0	1	1	1	0
OG25123	2	0	1	0	0	1	2	0	0	1	0	1	0
OG25124	1	2	1	0	0	2	2	0	0	0	0	0	0
OG25125	1	1	0	0	1	1	0	1	1	1	0	0	1
OG25126	1	1	1	0	1	0	0	0	0	1	1	1	1
OG25127	1	1	0	1	1	1	1	0	0	0	1	1	0
OG25128	1	0	1	0	1	1	1	0	1	0	1	1	0
OG25129	1	1	1	0	0	1	1	0	0	1	1	0	1
OG25130	1	1	1	1	1	1	1	0	0	0	0	1	0
OG25131	1	1	1	0	1	1	1	1	0	0	1	0	0
OG25132	1	1	0	0	1	1	0	1	1	0	1	1	0
OG25133	1	1	0	1	1	1	1	0	0	0	0	1	1
OG25134	1	1	1	0	0	1	0	1	0	0	1	1	1
OG25135	1	0	0	1	1	0	0	1	0	1	1	1	1
OG25136	1	1	0	0	1	1	1	0	1	0	1	0	1
OG25137	1	1	1	1	1	0	1	0	1	0	0	0	1
OG25138	1	1	1	0	1	1	1	0	0	1	0	1	0
OG25139	1	2	2	0	0	0	0	0	0	1	0	1	1
OG25140	1	2	0	0	1	1	1	0	1	0	0	1	0
OG25141	1	0	2	0	0	0	0	0	1	1	1	1	1
OG25142	1	0	0	0	1	1	1	1	0	0	1	1	1
OG25143	1	1	1	0	0	1	1	0	0	1	0	1	1
OG25144	1	0	1	1	1	0	0	0	1	1	1	0	1
OG25145	3	0	1	1	0	0	1	0	0	0	1	1	0
OG25146	1	0	0	0	1	1	1	1	1	1	1	0	0
OG25147	1	1	1	0	0	0	1	1	0	0	1	1	1
OG25148	1	1	0	1	0	0	0	1	1	1	0	1	1
OG25149	2	2	0	0	0	0	1	1	0	2	0	0	0
OG25150	1	0	1	0	0	1	0	1	1	1	0	1	1
OG25151	1	2	0	0	1	1	1	0	0	1	0	1	0
OG25152	1	1	1	0	1	1	0	1	1	0	1	0	0
OG25153	1	0	0	0	0	1	1	1	0	1	1	1	1
OG25154	1	0	0	0	2	0	0	2	0	0	2	1	0
OG25155	1	1	0	0	1	1	0	1	0	0	1	1	1
OG25156	1	0	1	1	1	0	1	0	1	1	1	0	0
OG25157	1	1	0	1	0	1	1	1	1	0	1	0	0
OG25158	1	1	1	1	0	0	0	1	0	2	0	1	0
OG25159	1	1	0	0	0	1	1	1	0	1	1	0	1
OG25160	1	2	1	0	0	0	0	0	0	1	2	1	0
OG25161	1	0	0	0	1	1	1	0	1	1	1	1	0
OG25162	1	1	1	0	1	1	0	1	0	0	0	1	1
OG25163	1	1	1	0	1	1	0	1	0	1	1	0	0
OG25164	1	1	1	0	1	1	1	0	1	0	0	1	0
OG25165	1	1	0	0	1	1	0	0	1	1	0	1	1
OG25166	1	1	0	0	1	1	0	1	0	0	2	1	0
OG25167	2	1	2	0	0	0	0	1	0	0	1	1	0
OG25168	1	0	0	1	0	1	1	1	0	1	0	0	2
OG25169	1	1	0	1	1	0	1	0	0	1	0	1	1
OG25170	1	0	1	1	0	1	1	0	1	1	0	1	0
OG25171	1	1	1	0	1	1	0	0	0	0	1	1	1
OG25172	1	1	1	0	1	1	1	1	0	0	0	1	0
OG25173	1	1	1	0	1	1	0	1	0	0	1	0	1
OG25174	1	0	0	1	1	0	1	2	1	0	0	1	0
OG25175	1	1	0	1	0	1	1	1	0	0	0	1	1
OG25176	1	1	1	0	0	1	1	0	0	1	0	1	1
OG25177	1	0	1	1	1	0	0	1	0	0	1	1	1
OG25178	1	1	1	1	1	1	1	1	0	0	0	0	0
OG25179	1	1	1	1	0	1	0	1	1	0	0	1	0
OG25180	1	0	2	0	0	2	1	0	0	1	1	0	0
OG25181	1	0	1	0	1	1	1	1	0	0	1	1	0
OG25182	1	1	1	1	0	1	1	0	1	0	0	1	0
OG25183	1	1	0	0	1	1	1	0	0	1	1	0	1
OG25184	1	0	0	1	1	2	0	1	2	0	0	0	0
OG25185	2	2	0	0	0	0	3	0	0	0	0	1	0
OG25186	1	1	1	0	1	1	1	0	0	0	1	0	1
OG25187	1	1	0	0	1	0	1	1	0	1	1	0	1
OG25188	3	1	0	1	1	0	0	0	2	0	0	0	0
OG25189	1	1	1	0	0	1	1	0	0	0	1	1	1
OG25190	1	1	1	1	1	1	1	0	0	1	0	0	0
OG25191	1	1	0	0	0	1	1	0	0	1	1	1	1
OG25192	1	1	0	1	1	1	1	0	0	0	1	1	0
OG25193	1	1	1	1	0	0	0	0	1	1	0	1	1
OG25194	1	1	1	0	1	0	1	1	0	1	1	0	0
OG25195	1	0	0	0	0	1	1	1	0	1	1	1	1
OG25196	1	1	1	0	1	1	1	0	0	1	0	1	0
OG25197	1	1	1	0	1	0	1	1	0	0	1	0	1
OG25198	1	0	1	0	1	1	1	0	0	1	1	1	0
OG25199	1	1	1	0	1	0	1	1	1	0	0	0	1
OG25200	1	2	0	0	0	0	2	0	0	1	0	2	0
OG25201	1	0	1	0	1	1	0	1	1	0	1	0	1
OG25202	1	1	0	1	1	1	0	1	1	0	1	0	0
OG25203	1	1	1	0	1	0	1	1	0	1	0	0	1
OG25204	1	1	0	0	1	1	1	2	0	0	0	0	1
OG25205	1	0	1	1	0	1	1	1	0	0	2	0	0
OG25206	1	1	1	1	0	1	1	0	0	0	1	0	1
OG25207	1	1	0	1	1	1	1	0	0	0	0	1	1
OG25208	1	1	0	1	1	0	0	1	1	0	1	1	0
OG25209	1	1	0	0	0	0	1	1	1	1	1	1	0
OG25210	1	1	0	1	1	0	0	1	1	1	0	1	0
OG25211	1	1	1	0	1	0	1	0	0	1	0	1	1
OG25212	1	0	1	1	0	1	1	0	1	1	0	1	0
OG25213	1	1	1	1	0	1	0	0	0	0	1	1	1
OG25214	1	1	1	1	1	1	1	0	0	0	0	1	0
OG25215	1	1	1	0	1	0	0	1	0	0	1	1	1
OG25216	1	1	1	0	1	1	0	0	1	1	1	0	0
OG25217	1	1	0	1	1	1	1	0	0	0	0	1	1
OG25218	1	1	0	0	1	1	2	0	1	0	0	1	0
OG25219	1	1	1	0	0	1	1	0	1	0	0	1	1
OG25220	1	1	0	1	1	1	1	1	0	0	0	1	0
OG25221	1	1	1	0	0	1	0	1	1	0	1	0	1
OG25222	1	1	1	0	0	1	1	1	0	0	0	1	1
OG25223	1	1	0	0	1	1	1	1	0	0	1	1	0
OG25224	1	1	1	0	1	1	1	1	0	0	1	0	0
OG25225	1	1	1	1	1	0	0	0	0	1	1	0	1
OG25226	1	1	1	0	1	1	1	0	0	0	1	1	0
OG25227	1	1	0	0	1	2	1	1	0	1	0	0	0
OG25228	1	1	0	0	1	1	1	1	0	0	0	1	1
OG25229	1	1	0	1	1	0	1	0	1	0	1	1	0
OG25230	2	0	1	2	1	0	0	0	0	0	0	1	1
OG25231	1	1	0	1	0	1	1	1	0	0	0	1	1
OG25232	1	0	1	1	0	1	1	1	0	0	1	0	1
OG25233	1	1	1	0	0	1	1	0	1	1	0	1	0
